月份,發布日期,觀看數,頻道,標題,ID,Video_URL,時長
2026-03,2026-03-24,4,弦斷誰聽,如果當時勇敢一點,nkOHbBeJSZM,https://www.youtube.com/watch?v=nkOHbBeJSZM,217.0
2026-03,2026-03-24,1,苏清辞 - Topic,爱是模糊的心跳 (R&B版),h18t7LvYWcw,https://www.youtube.com/watch?v=h18t7LvYWcw,151.0
2026-03,2026-03-24,1,天际光,偏偏喜欢你,7pYsIFp3_28,https://www.youtube.com/watch?v=7pYsIFp3_28,210.0
2026-03,2026-03-24,387,Soulful Synthetic,鳳陽花鼓 (Orchestral Version),OJxHGyKXW0Q,https://www.youtube.com/watch?v=OJxHGyKXW0Q,191.0
2026-03,2026-03-24,10,辰弦 ,你的温暖,fw9r5HYplbI,https://www.youtube.com/watch?v=fw9r5HYplbI,206.0
2026-03,2026-03-24,128,Aria,截圖裡的愛人,5WJBNx-Gc_M,https://www.youtube.com/watch?v=5WJBNx-Gc_M,203.0
2026-03,2026-03-24,0,石修雅 - Topic,也许,1roJiVEY5Js,https://www.youtube.com/watch?v=1roJiVEY5Js,193.0
2026-03,2026-03-24,7,Pimxroy,没人看见我哭,fv7H2Tmst6o,https://www.youtube.com/watch?v=fv7H2Tmst6o,244.0
2026-03,2026-03-24,0,M.R.D. - Topic,小小海星,zJqmlqrMD3g,https://www.youtube.com/watch?v=zJqmlqrMD3g,79.0
2026-03,2026-03-24,2,星火音乐社 - Topic,既然你已不爱我,p2FkaqYDvxg,https://www.youtube.com/watch?v=p2FkaqYDvxg,274.0
2026-03,2026-03-24,7,李文 - LI WEN,夏夜的呼唤,Jltm6qhP8e0,https://www.youtube.com/watch?v=Jltm6qhP8e0,245.0
2026-03,2026-03-24,1,李凭 Piran - Topic,请记住我的好 (或者记住我就好),-c1sYqBAg9c,https://www.youtube.com/watch?v=-c1sYqBAg9c,207.0
2026-03,2026-03-24,0,邗雪瑶 - Topic,烽火岛 (柔和版),Ui-2AGKz96U,https://www.youtube.com/watch?v=Ui-2AGKz96U,240.0
2026-03,2026-03-25,2,ふかだもとみ_motomi,あおぞら/椎名林檎,t5b3KV6BAuw,https://www.youtube.com/watch?v=t5b3KV6BAuw,154.0
2026-03,2026-03-25,49836,Release - Topic,Bのリベンジ -ルビー Solo Ver.-,CRC1xQroh80,https://www.youtube.com/watch?v=CRC1xQroh80,182.0
2026-03,2026-03-25,12,常春tokoharu,【Gemini】「不屈の6時の空 〜AIの執念〜」「49人のエア乾杯（feat. 酔いどれプロデューサー＆暴走AI）」【酩酊】,gnLYH5mx8JU,https://www.youtube.com/watch?v=gnLYH5mx8JU,78.0
2026-03,2026-03-25,53,Baggy My Life,終わらない夜を少しだけ愛してみた,EiUD9ye0HFw,https://www.youtube.com/watch?v=EiUD9ye0HFw,164.0
2026-03,2026-03-25,523760,RealRomantic,RealRomantic「ギラギラ」Music Video,9O9Vfw8_wFg,https://www.youtube.com/watch?v=9O9Vfw8_wFg,184.0
2026-03,2026-03-25,0,Hoshizora Omou - Topic,カラだから,fNAHbXFwl18,https://www.youtube.com/watch?v=fNAHbXFwl18,247.0
2026-03,2026-03-25,212207,tomomon(とももん),ポムポムプリン「プリンとマフィンのポムポムビート☆」,k_k3d_ZwZpc,https://www.youtube.com/watch?v=k_k3d_ZwZpc,208.0
2026-03,2026-03-25,28158,Minami Minase(CV:Hruka Sasaki) - Topic,ときめき★メテオストライク (12話ver.),Vamn1pGBd0w,https://www.youtube.com/watch?v=Vamn1pGBd0w,161.0
2026-03,2026-03-25,38,シティポップの風,【76点】夜に駆ける／YOASOBI を全力で歌ってみた！シティポップの風🍃🤧,lavm5eTmYQM,https://www.youtube.com/watch?v=lavm5eTmYQM,126.0
2026-03,2026-03-25,2150,三代目 J SOUL BROTHERS from EXILE TRIBE,"R.Y.U.S.E.I. (三代目 J SOUL BROTHERS LIVE TOUR 2025 ""KINGDOM"")",6tAk0Fp00Qc,https://www.youtube.com/watch?v=6tAk0Fp00Qc,61.0
2026-03,2026-03-25,0,木花咲耶乃姫 - Topic,TAITAN,z0WxM-_-Zr4,https://www.youtube.com/watch?v=z0WxM-_-Zr4,220.0
2026-03,2026-03-25,1515,鈴木雅之 Official YouTube Channel,Daddy ! Daddy ! Do !,yzBzrsW4fPs,https://www.youtube.com/watch?v=yzBzrsW4fPs,255.0
2026-03,2026-03-25,2634,AcidBlackChannel,CRISIS (ABC Dream CUP 2015 LOVE LIVE),zsFAPFUjQKI,https://www.youtube.com/watch?v=zsFAPFUjQKI,262.0
2026-03,2026-03-25,1212,Daichi Miura,(RE)PLAY,GATVXdcS9Zo,https://www.youtube.com/watch?v=GATVXdcS9Zo,217.0
2026-03,2026-03-25,1149,AcidBlackChannel,"Black Cherry (Acid Black Cherry 2009 tour ""Q.E.D."" LIVE)",M0ZvuUAtTjw,https://www.youtube.com/watch?v=M0ZvuUAtTjw,329.0
2026-03,2026-03-25,772599,B小町 ルビー（CV：伊駒ゆりえ）、有馬かな（CV：潘めぐみ）、MEMちょ（CV：大久保瑠美） - Topic,Bのリベンジ,nGcP2Szd_gg,https://www.youtube.com/watch?v=nGcP2Szd_gg,182.0
2026-03,2026-03-25,11,銘兎目あう / Metome Au【ぷろのゔぁ】,【スト6】🔰Cケン成長記録🥋レバレス練習✨最後パッドMケンランク🎮！【Twitchアーカイブ】 #スト６ #StreetFighter6 #ストリートファイター6,YPY8Y72oaYI,https://www.youtube.com/watch?v=YPY8Y72oaYI,9558.0
2026-03,2026-03-25,2,ぬむぬむ,【Eternal Fall】2026/03/25(水) 『はっぴ－すまいるらいぶ　Vol.1 2部』 @秋葉原ZEST リベルナント #リベルナント #暁みゆ #ソロ出演,NX-dqmMU4Mo,https://www.youtube.com/watch?v=NX-dqmMU4Mo,249.0
2026-03,2026-03-25,6515,Kitten Academy,2026-03-25 Kitten Update,Kqsf4U7COwY,https://www.youtube.com/watch?v=Kqsf4U7COwY,1558.0
2026-03,2026-03-25,1904990,Grandma Koi,🔴Live🎯 2026-03-25 21:01:24,aAl7-a8hGJk,https://www.youtube.com/watch?v=aAl7-a8hGJk,21855.0
2026-03,2026-03-25,113284,kp0p_fictions,✨ [ALL SUB] STRAYKIDS 8th ANNIVERSARY LIVE TODAY 🥰 on 2026 03 25 || STRAYKIDS LIVE,u924AilrYKA,https://www.youtube.com/watch?v=u924AilrYKA,4256.0
2026-03,2026-03-25,425048,周杰倫 Jay Chou,鄉間的路,SMqYzOvQbEA,https://www.youtube.com/watch?v=SMqYzOvQbEA,203.0
2026-03,2026-03-25,20453,⌘𝕧𝕚𝕥𝕒⌘,XG THE CORE - Full Concert - KOBE DAY 1 2026/03/25,XVEXny6Enq8,https://www.youtube.com/watch?v=XVEXny6Enq8,8014.0
2026-03,2026-03-25,372113,Soo POV,"🎯We’re live, come watch! 2026-03-25 11:08:20",O_8CpjfBzYs,https://www.youtube.com/watch?v=O_8CpjfBzYs,11370.0
2026-03,2026-03-25,337101,光头哥的直播频道,🔴 LIVE 2026-03-25 14:47:25,2NFNOc5lOFA,https://www.youtube.com/watch?v=2NFNOc5lOFA,8688.0
2026-03,2026-03-25,3683,EWTN Live Mass & Devotions,Readings and Homily - 2026-03-25 - Fr. Leonard,C-hMgAjCayE,https://www.youtube.com/watch?v=C-hMgAjCayE,1471.0
2026-03,2026-03-25,5785,Baalorlord Unedited,Slay the Spire 2 Challenge Runs [Show #1851 (2026-03-25)],8aLguJDinuA,https://www.youtube.com/watch?v=8aLguJDinuA,26684.0
2026-03,2026-03-25,174696,mitharmoni official,PARCUMA (feat. Fresly Nikijuluw),Pkp8TgZE9HU,https://www.youtube.com/watch?v=Pkp8TgZE9HU,354.0
2026-03,2026-03-25,64640,光头哥的直播频道,🔴 LIVE 2026-03-25 04:39:44,IkvKF46p4vQ,https://www.youtube.com/watch?v=IkvKF46p4vQ,2667.0
2026-03,2026-03-25,40400,ITN Sri Lanka,Sihina Warsha (සිහින වර්ෂා) | Episode 08 - (2026-03-25) | ITN,TnlcIcWGeq0,https://www.youtube.com/watch?v=TnlcIcWGeq0,1161.0
2026-03,2026-03-25,4983513,Grandma Koi,🔴Live🎯 2026-03-25 17:46:24,I0AdDzZW-0g,https://www.youtube.com/watch?v=I0AdDzZW-0g,25050.0
2026-03,2026-03-25,629888,Grandma Koi,🔴Live🎯 2026-03-25 16:48:48,nExwnYmUXZw,https://www.youtube.com/watch?v=nExwnYmUXZw,7210.0
2026-03,2026-03-25,1595,CVllXXX,嬔꿇§‘Э!Ц,d3Z_2cxE-o4,https://www.youtube.com/watch?v=d3Z_2cxE-o4,262.0
2026-03,2026-03-25,472232,Grandma Koi,🔴Live🎯 2026-03-25 07:52:02,M1eJhdfPbVM,https://www.youtube.com/watch?v=M1eJhdfPbVM,4626.0
2026-03,2026-03-25,7893,United States Conference of Catholic Bishops,2026 03 25 Reflection 545,cm3EhvrcbJE,https://www.youtube.com/watch?v=cm3EhvrcbJE,184.0
2026-03,2026-03-25,585,Tuấn Hưng,Vì Người Không Xứng Đáng (Remix),MeO5M5BMeRY,https://www.youtube.com/watch?v=MeO5M5BMeRY,201.0
2026-03,2026-03-25,2152770,Gooseworx,The One Who's Running the Show,0cBHeagy-S4,https://www.youtube.com/watch?v=0cBHeagy-S4,134.0
2026-03,2026-03-25,369,몽돌 / Mongdoll,Trampoline,vBNASpIseMU,https://www.youtube.com/watch?v=vBNASpIseMU,210.0
2026-03,2026-03-25,4682,HilalDeep,Minor Cover,1MOB56rlW-U,https://www.youtube.com/watch?v=1MOB56rlW-U,254.0
2026-03,2026-03-25,9335,Raulo Fiorito - Topic,Come Holy Spirit I Need You,_s3ffDMgaKA,https://www.youtube.com/watch?v=_s3ffDMgaKA,329.0
2026-03,2026-03-25,1122279,China Street Observer,Mochi -Chinese Street Food Live 2026-03-25 15:14:14,GZe9yHCBzt4,https://www.youtube.com/watch?v=GZe9yHCBzt4,8458.0
2026-03,2026-03-25,5103,Dethraxx,"ULTRASONIC FAITH (From ""Grace"")",ZSowRl-DvCA,https://www.youtube.com/watch?v=ZSowRl-DvCA,150.0
2026-03,2026-03-25,3254,Trapboy Freddy,Cranksters,4oKBkvKO5dI,https://www.youtube.com/watch?v=4oKBkvKO5dI,110.0
2026-03,2026-03-25,11554,Sunday Again,🌹Watch Live🌹 2026-03-25 05:12:56,MeE6LSMe0cQ,https://www.youtube.com/watch?v=MeE6LSMe0cQ,2835.0
2026-03,2026-03-25,1566,Vailedmoon music - Topic,i am rich in love,_bUW_p4Ip0w,https://www.youtube.com/watch?v=_bUW_p4Ip0w,200.0
2026-03,2026-03-25,693031,Sunday Again,🚀Watch Live🚀 2026-03-25 06:03:26,XmedgSaZU7o,https://www.youtube.com/watch?v=XmedgSaZU7o,13124.0
2026-03,2026-03-25,6272,justan oval,shrimp miku falls in love,SeT8utFVusI,https://www.youtube.com/watch?v=SeT8utFVusI,119.0
2026-03,2026-03-25,766109,周杰倫 Jay Chou,湘女多情,EIQlWo-E8PM,https://www.youtube.com/watch?v=EIQlWo-E8PM,239.0
2026-03,2026-03-25,1973,RealRomantic,pre-miracle,CQIExJn5RiU,https://www.youtube.com/watch?v=CQIExJn5RiU,190.0
2026-03,2026-03-25,1900,NiExshadow,If You Feel My Pain,FkvOoE4YGOo,https://www.youtube.com/watch?v=FkvOoE4YGOo,253.0
2026-03,2026-03-25,1323,Towa Ch.Tokoyami Towa,シルべ（Instrumental）,mCxRvUfQMf0,https://www.youtube.com/watch?v=mCxRvUfQMf0,200.0
2026-03,2026-03-25,299,Sophie May,If These Walls Could Talk They'd Cry,jxIS9aVMAb0,https://www.youtube.com/watch?v=jxIS9aVMAb0,162.0
2026-03,2026-03-25,700341,周杰倫 Jay Chou,愛琴海,5LVIqD9VrFs,https://www.youtube.com/watch?v=5LVIqD9VrFs,215.0
2026-03,2026-03-25,1535157,周杰倫 Jay Chou,那天下雨了,lNCQbx-y9V8,https://www.youtube.com/watch?v=lNCQbx-y9V8,224.0
2026-03,2026-03-25,1219261,China Street Observer,Mochi -Chinese Street Food Live 2026-03-25 17:56:22,vxYalmiuAWc,https://www.youtube.com/watch?v=vxYalmiuAWc,4060.0
2026-03,2026-03-25,1361,伊達さゆりOfficial YouTube Channel,Wonder Wonder Style,mKdzjeiGKOk,https://www.youtube.com/watch?v=mKdzjeiGKOk,198.0
2026-03,2026-03-25,763,RINGOMUSUME,け,hfYZ6cAYzG0,https://www.youtube.com/watch?v=hfYZ6cAYzG0,144.0
2026-03,2026-03-25,397,Reavo,Nothing Can Separate Us,4YrL51wJL-4,https://www.youtube.com/watch?v=4YrL51wJL-4,160.0
2026-03,2026-03-25,395,Sophie May,Real Life Angel,yGyhUil6HSI,https://www.youtube.com/watch?v=yGyhUil6HSI,198.0
2026-03,2026-03-25,389,Hideyuki Fukasawa - Topic,Yellow Heart,cTDD2z8P9zk,https://www.youtube.com/watch?v=cTDD2z8P9zk,133.0
2026-03,2026-03-25,228,Sophie May,Animal,iCPUmk7DF9E,https://www.youtube.com/watch?v=iCPUmk7DF9E,183.0
2026-03,2026-03-25,255,鈴木雅之 Official YouTube Channel,Kiseki no Youna Hi for female Karaoke,YH7y3SVnrdU,https://www.youtube.com/watch?v=YH7y3SVnrdU,256.0
2026-03,2026-03-25,82,SID,siren Live at Zepp Haneda TOKYO 2025.11.9,NLWdlNTatVM,https://www.youtube.com/watch?v=NLWdlNTatVM,280.0
2026-03,2026-03-25,1253,NiExshadow,Oh My Darling,iK5z5Ww9bQI,https://www.youtube.com/watch?v=iK5z5Ww9bQI,200.0
2026-03,2026-03-25,2813,Manaka Inaba - Topic,Bubble Up,foyu3-g4R5A,https://www.youtube.com/watch?v=foyu3-g4R5A,242.0
2026-03,2026-03-25,252,Sophie May,Loved,gM-2O3BfUR0,https://www.youtube.com/watch?v=gM-2O3BfUR0,195.0
2026-03,2026-03-25,1678,伊達さゆりOfficial YouTube Channel,Lazy Sunday,TmKtze-0ufA,https://www.youtube.com/watch?v=TmKtze-0ufA,193.0
2026-03,2026-03-25,2105,B-Lion Music,The Wolf is Coming (Epic Version),B21tN6TbsDM,https://www.youtube.com/watch?v=B21tN6TbsDM,176.0
2026-03,2026-03-25,913,Shiro Sagisu - Topic,"Come, Sweet Death (WYZ version)",P0kbPHB0VAY,https://www.youtube.com/watch?v=P0kbPHB0VAY,187.0
2026-03,2026-03-25,2164,RINGOMUSUME,Overture (Dream ver.),TwD63esvzcQ,https://www.youtube.com/watch?v=TwD63esvzcQ,96.0
2026-03,2026-03-25,775,Goober Sounds - Topic,Lemon Pound Cake (Soul Grass Cover),B8lVo2lOro0,https://www.youtube.com/watch?v=B8lVo2lOro0,205.0
2026-03,2026-03-25,525,PROJECT ASTRA,Cry For Me (WA WA WA WA),jjQuNgTJ69w,https://www.youtube.com/watch?v=jjQuNgTJ69w,170.0
2026-03,2026-03-25,663844,周杰倫 Jay Chou,誰稀罕,L96FPjpS1kU,https://www.youtube.com/watch?v=L96FPjpS1kU,263.0
2026-03,2026-03-25,323,Almost Metal,Ice Cream (Almost METAL Ver.),w4HOReXnYDk,https://www.youtube.com/watch?v=w4HOReXnYDk,245.0
2026-03,2026-03-25,332,MythicTune,Red Decree (Jason Lee Scott | Power Rangers),dGjwQjVo6Tw,https://www.youtube.com/watch?v=dGjwQjVo6Tw,265.0
2026-03,2026-03-25,1395,伊達さゆりOfficial YouTube Channel,DEKISOKONAI CONTINUE,85sBGhSoKao,https://www.youtube.com/watch?v=85sBGhSoKao,202.0
2026-03,2026-03-25,969,Fiddesan,Netrunner's Quest (feat. Addesan),900SLc2U77k,https://www.youtube.com/watch?v=900SLc2U77k,228.0
2026-03,2026-03-25,254,妖艶金魚　Y Ō E N K I N G Y O,Please Reply,GThlKTlFocg,https://www.youtube.com/watch?v=GThlKTlFocg,161.0
2026-03,2026-03-25,611717,周杰倫 Jay Chou,太陽之子,B2QoeaMJfps,https://www.youtube.com/watch?v=B2QoeaMJfps,298.0
2026-03,2026-03-25,332,Sophie May,Greek Statue,FfvlRw6v7wI,https://www.youtube.com/watch?v=FfvlRw6v7wI,166.0
2026-03,2026-03-25,1520,NiExshadow,My Heart Like Glass,_fkNKt5MQSU,https://www.youtube.com/watch?v=_fkNKt5MQSU,235.0
2026-03,2026-03-25,442,Dethraxx,"ULTRASONIC FAITH (From ""Grace"")",uBdzEj0nYeA,https://www.youtube.com/watch?v=uBdzEj0nYeA,150.0
2026-03,2026-03-25,376,ORZOLAZ,Megumi's Domain Expansion Theme,X-Wl-s7S92E,https://www.youtube.com/watch?v=X-Wl-s7S92E,168.0
2026-03,2026-03-25,1045,NiExshadow,A Part of Love,Mr0pf7r9vN4,https://www.youtube.com/watch?v=Mr0pf7r9vN4,214.0
2026-03,2026-03-25,188,YU-A OFFICAL CHANNEL,Stars☆ (– Cosmic Drive Remix -),gaTk4vBSXgM,https://www.youtube.com/watch?v=gaTk4vBSXgM,248.0
2026-03,2026-03-25,1483,Sala,If You,Kytstx0ycZk,https://www.youtube.com/watch?v=Kytstx0ycZk,167.0
2026-03,2026-03-25,411,NiExshadow,If I Know You Sooner,t1BSQDZo-nc,https://www.youtube.com/watch?v=t1BSQDZo-nc,193.0
2026-03,2026-03-25,1665,伊達さゆりOfficial YouTube Channel,First Feelings,V5C-nIdWvbY,https://www.youtube.com/watch?v=V5C-nIdWvbY,224.0
2026-03,2026-03-25,305,Lunar Vibes,"Change Your Mind, Change Your Life",WBtpCWDM9fA,https://www.youtube.com/watch?v=WBtpCWDM9fA,133.0
2026-03,2026-03-25,984,esoragoto,ペット - Instrumental,H_yzSuwNikc,https://www.youtube.com/watch?v=H_yzSuwNikc,257.0
2026-03,2026-03-25,332,妖艶金魚　Y Ō E N K I N G Y O,Blue Spring,e1eLCBID0ms,https://www.youtube.com/watch?v=e1eLCBID0ms,176.0
2026-03,2026-03-25,500,NiExshadow,Smell Like You,3Lj0QCwj_Vo,https://www.youtube.com/watch?v=3Lj0QCwj_Vo,228.0
2026-03,2026-03-25,388,Arpagic Doi,"Geese - 2122 / Come Down Easy (Spacemen 3 cover), Hammersmith Apollo, 2026-03-25",YUM6FZI3guM,https://www.youtube.com/watch?v=YUM6FZI3guM,397.0
2026-03,2026-03-25,862,NiExshadow,All These Years Gone By,LI0Qzsnjb9Y,https://www.youtube.com/watch?v=LI0Qzsnjb9Y,275.0
2026-03,2026-03-25,844,NiExshadow,Tired Eyes,xT9DxCNvjEU,https://www.youtube.com/watch?v=xT9DxCNvjEU,308.0
2026-03,2026-03-25,557,NiExshadow,When You Feel so Wrong,eHOK019OcA0,https://www.youtube.com/watch?v=eHOK019OcA0,204.0
2026-03,2026-03-25,347,Power Park,The Unfinished Breath,6yZ8zT7X9Ps,https://www.youtube.com/watch?v=6yZ8zT7X9Ps,284.0
2026-03,2026-03-25,310,ONE PROJECT,Outlaws Get No Entry (Female Version),UL00qrmdnQc,https://www.youtube.com/watch?v=UL00qrmdnQc,129.0
2026-03,2026-03-25,536,NiExshadow,Maybe Tears,R0yBIUzgIZc,https://www.youtube.com/watch?v=R0yBIUzgIZc,241.0
2026-03,2026-03-25,200,RacingShorts,Happy Valley Race 1 JOYFUL PROSPERITY H Bowman 2026 03 25,-XFe6gm9LM8,https://www.youtube.com/watch?v=-XFe6gm9LM8,195.0
2026-03,2026-03-25,486,NiExshadow,Heart Like Glass,Yl1T_1Quajg,https://www.youtube.com/watch?v=Yl1T_1Quajg,213.0
2026-03,2026-03-25,82,SID,Teion Live at Zepp Haneda TOKYO 2025.11.9,ql8_bD9o6kg,https://www.youtube.com/watch?v=ql8_bD9o6kg,230.0
2026-03,2026-03-25,515,NiExshadow,Water on Paper,1Yjyg2AOgWk,https://www.youtube.com/watch?v=1Yjyg2AOgWk,261.0
2026-03,2026-03-25,612,CUTIE STREET,Very Nice (Instrumental),EBxF3Wr8sj4,https://www.youtube.com/watch?v=EBxF3Wr8sj4,270.0
2026-03,2026-03-25,524,NiExshadow,Now You're the Reason,wZNNOqs1U3k,https://www.youtube.com/watch?v=wZNNOqs1U3k,200.0
2026-03,2026-03-25,611,NiExshadow,No Peace of Mind,QvFFYCPYVLA,https://www.youtube.com/watch?v=QvFFYCPYVLA,232.0
2026-03,2026-03-25,472,Shining Light Music,Shield Of Blood,p5yOehhke7M,https://www.youtube.com/watch?v=p5yOehhke7M,280.0
2026-03,2026-03-25,192,Lumeo - Topic,Meriang (Cover Version),GDqyLgnuGD0,https://www.youtube.com/watch?v=GDqyLgnuGD0,177.0
2026-03,2026-03-25,566,LatiMelody,Renacer,ezyOyW1w_eE,https://www.youtube.com/watch?v=ezyOyW1w_eE,146.0
2026-03,2026-03-25,478,NiExshadow,Call It Love,BwpQ1LJgE7U,https://www.youtube.com/watch?v=BwpQ1LJgE7U,183.0
2026-03,2026-03-25,345,NiExshadow,Stay a While,7izHLgLPseg,https://www.youtube.com/watch?v=7izHLgLPseg,242.0
2026-03,2026-03-25,480,NiExshadow,Years Gone By,jcvWIuhzQZo,https://www.youtube.com/watch?v=jcvWIuhzQZo,224.0
2026-03,2026-03-25,864,KYNE,CONTRA TI,x_BOlAQRS1I,https://www.youtube.com/watch?v=x_BOlAQRS1I,156.0
2026-03,2026-03-25,873,瀬戸乃とと,Masterpiece,N3FiI94G-Nc,https://www.youtube.com/watch?v=N3FiI94G-Nc,124.0
2026-03,2026-03-25,415,Hatsune Miku,生存本能,X_1XFBCqArA,https://www.youtube.com/watch?v=X_1XFBCqArA,217.0
2026-03,2026-03-25,36,"Melodic music, Guitar",One Ticket Torn,VbHau1t100c,https://www.youtube.com/watch?v=VbHau1t100c,198.0
2026-03,2026-03-25,3968,Daichi Miura,After The Rain,RX10TNV9Xzs,https://www.youtube.com/watch?v=RX10TNV9Xzs,252.0
2026-03,2026-03-25,663,Vintage British Motorcycle Repair,2026-03-25 - 76 TR7 - Fun With Turn Signal Wiring,lm5r2G0UNPs,https://www.youtube.com/watch?v=lm5r2G0UNPs,2006.0
2026-03,2026-03-25,99,SID,Propose Live at Zepp Haneda TOKYO 2025.11.9,jT98LU6tSKQ,https://www.youtube.com/watch?v=jT98LU6tSKQ,181.0
2026-03,2026-03-25,140,RacingShorts,Happy Valley Race 2 WIN METHOD L Hewitson 2026 03 25,-S_LKh00zmI,https://www.youtube.com/watch?v=-S_LKh00zmI,154.0
2026-03,2026-03-25,853,Earlatte,If You Must Go,9RmdeuAE24I,https://www.youtube.com/watch?v=9RmdeuAE24I,210.0
2026-03,2026-03-25,63,SID,Memai Live at Zepp Haneda TOKYO 2025.11.9,bDkMfYg3Cpc,https://www.youtube.com/watch?v=bDkMfYg3Cpc,299.0
2026-03,2026-03-25,1018,RacingShorts,All Races Happy Valley 2026 03 25 @racingshorts272,cd1_7LfYX4U,https://www.youtube.com/watch?v=cd1_7LfYX4U,1257.0
2026-03,2026-03-25,7589,樂韻坊專屬頻道,2026-03-25靚聲Music corner 正在直播！🤗🤗🤗💃💃💃,b2PtUnY9ub4,https://www.youtube.com/watch?v=b2PtUnY9ub4,9759.0
2026-03,2026-03-25,5,tzjncrwraa,10-raa錄唱 2026-03-25,EWck8nmNzGI,https://www.youtube.com/watch?v=EWck8nmNzGI,202.0
2026-03,2026-03-25,634762,周杰倫 Jay Chou,女兒殿下,oXlA7LjkE0Q,https://www.youtube.com/watch?v=oXlA7LjkE0Q,225.0
2026-03,2026-03-25,222,王慧珍,❤貴賓陳大稻埕翻唱歌曲（漂浪的海沙）2026/03/25,FMhtaJypilE,https://www.youtube.com/watch?v=FMhtaJypilE,189.0
2026-03,2026-03-25,27304,ZhouShen Official,初醒（《白日提灯》影视剧片尾曲/主题曲）,_ZhZBjTR03c,https://www.youtube.com/watch?v=_ZhZBjTR03c,217.0
2026-03,2026-03-25,12623,SoulAsia Studio - Topic,漸冷 - (摇滚版),YLltbcnuVJE,https://www.youtube.com/watch?v=YLltbcnuVJE,251.0
2026-03,2026-03-25,0,JIA XIN ZHANG - Topic,爱过（翻唱）,xh8_xLQHD1I,https://www.youtube.com/watch?v=xh8_xLQHD1I,260.0
2026-03,2026-03-25,12205,洋澜一 - Topic,天使的翅膀,o4v0P-2yspY,https://www.youtube.com/watch?v=o4v0P-2yspY,216.0
2026-03,2026-03-25,2490,Soya 許素瑄 - Topic,我曾假裝自己沒痛,cWdcB2xboIg,https://www.youtube.com/watch?v=cWdcB2xboIg,223.0
2026-03,2026-03-25,177,Momo Baby,此生無憾~妮婭/CK姐🎶🎤~2026/03/25紅欣歌座🎵,v3DgUVnKk5E,https://www.youtube.com/watch?v=v3DgUVnKk5E,224.0
2026-03,2026-03-25,634,陆杰awr - Topic,忽然之间 (R&B版),55FlxZyYOVY,https://www.youtube.com/watch?v=55FlxZyYOVY,240.0
2026-03,2026-03-25,16,ader4725,ADER-Top of The World  2026-03-25,sIQsj9Agqjg,https://www.youtube.com/watch?v=sIQsj9Agqjg,115.0
2026-03,2026-03-25,684,小林私 OFFICIAL CHANNEL ,金平糖,cGiAzImTjNw,https://www.youtube.com/watch?v=cGiAzImTjNw,269.0
2026-03,2026-03-25,498,ANHOP 萬國禱告殿 All Nations House of Prayer,ANHOP 萬國禱告殿_2026/03/25 (三) 代禱場：台灣局勢、教會復興、台灣公義--性的不道德,-OHo-azgjN4,https://www.youtube.com/watch?v=-OHo-azgjN4,8728.0
2026-03,2026-03-25,7787,吳林峰 Official Channel,愛情不是我強項,zSNdr3eXfbc,https://www.youtube.com/watch?v=zSNdr3eXfbc,261.0
2026-03,2026-03-25,270,Momo Baby,不變的情緣~欣欣🎶🎤~2026/03/25@金咪歌座🎵,tGv7uP2JfUI,https://www.youtube.com/watch?v=tGv7uP2JfUI,235.0
2026-03,2026-03-25,1835,ZhouShen Official,初醒 (伴奏),gwCnEOjgDxo,https://www.youtube.com/watch?v=gwCnEOjgDxo,217.0
2026-03,2026-03-25,1878,洋澜一 - Topic,天使的翅膀 (伴奏版),Ve-naytv8aQ,https://www.youtube.com/watch?v=Ve-naytv8aQ,216.0
2026-03,2026-03-25,15,岚音 - Topic,这辈子的亏欠,OkmZOI2jEwc,https://www.youtube.com/watch?v=OkmZOI2jEwc,249.0
2026-03,2026-03-25,7,慈慈,2026／03／25#富立電視台 #台灣好歌聲  阿羚 千言萬語,SYg8lC0R26o,https://www.youtube.com/watch?v=SYg8lC0R26o,205.0
2026-03,2026-03-25,1336,ZhouShen Official,初醒 (和声伴奏),sk7AIKtPuHE,https://www.youtube.com/watch?v=sk7AIKtPuHE,217.0
2026-03,2026-03-25,524,王超然 - Topic,放下吧忘了他 (痴情的人),ByTEn_LqUac,https://www.youtube.com/watch?v=ByTEn_LqUac,192.0
2026-03,2026-03-25,326,王超然 - Topic,放下吧忘了他 (痴情的人节奏版),byanTu2Ddgw,https://www.youtube.com/watch?v=byanTu2Ddgw,172.0
2026-03,2026-03-25,91,NiExshadow,Lose All Strength,DsdZsRq-Lnc,https://www.youtube.com/watch?v=DsdZsRq-Lnc,296.0
2026-03,2026-03-25,57,岚音 - Topic,慢慢爱,wDpmfE3uVGU,https://www.youtube.com/watch?v=wDpmfE3uVGU,247.0
2026-03,2026-03-25,169,國語流行Music - Topic,給少年的你,r7g2C9lZ8d8,https://www.youtube.com/watch?v=r7g2C9lZ8d8,278.0
2026-03,2026-03-25,31462,Smart Home Junkie,Home Assistant 2026.4 Just Got Smarter | Area Automations & IR Control,GiYTT6v6Apg,https://www.youtube.com/watch?v=GiYTT6v6Apg,1204.0
2026-03,2026-03-25,1133,Anil Bhai - Topic,Kuili Rani,GG9tb5sRTDY,https://www.youtube.com/watch?v=GG9tb5sRTDY,399.0
2026-03,2026-03-25,75,CHEZCA ZANA,Vetements,NFZGbG7SDNU,https://www.youtube.com/watch?v=NFZGbG7SDNU,216.0
